P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
d,a,d,d,d,a,a,d,a,a,a,a,a,a,a,a,d,a,a,d,Ingeniería de Software,4
d,a,d,a,a,a,a,a,a,d,a,a,b,a,b,a,b,d,a,a,Ingeniería de Software,4
a,a,d,a,a,a,a,e,d,a,d,a,c,a,a,c,a,a,d,d,Ingeniería de Software,4
c,a,a,d,a,a,b,a,a,d,d,a,c,a,a,a,d,c,d,a,Ingeniería de Software,5
a,a,a,a,e,d,a,a,b,a,a,a,a,a,a,d,c,a,a,a,Ingeniería de Software,4
a,a,a,a,d,d,d,d,a,d,d,a,a,c,d,a,a,a,d,d,Ingeniería de Software,5
e,d,a,a,d,a,a,e,a,c,a,b,a,e,a,d,a,a,a,e,Ingeniería de Software,5
a,c,d,d,c,a,a,d,a,a,a,d,a,d,a,a,b,d,d,a,Ingeniería de Software,5
d,a,c,a,a,e,a,d,a,d,a,a,a,a,d,a,a,a,a,e,Ingeniería de Software,4
a,a,a,a,c,a,d,a,b,a,a,a,d,d,a,c,d,d,a,a,Ingeniería de Software,4
a,a,a,a,a,a,a,a,a,a,a,d,d,e,a,a,b,d,a,a,Ingeniería de Software,5
a,a,d,a,d,a,d,a,d,a,a,d,b,a,a,a,a,d,a,a,Ingeniería de Software,5
a,a,a,b,c,e,a,c,a,a,a,d,a,e,d,e,e,a,a,a,Ingeniería de Software,5
a,d,d,d,d,d,a,a,a,d,d,d,a,a,a,a,c,a,a,a,Ingeniería de Software,5
a,a,a,a,e,a,d,e,a,a,a,b,a,c,d,b,a,a,a,a,Ingeniería de Software,5
a,a,a,a,c,b,a,a,a,d,a,a,e,a,a,c,a,a,a,c,Ingeniería de Software,4
a,a,d,a,d,a,a,a,a,e,c,d,e,d,d,a,a,b,d,a,Ingeniería de Software,5
a,a,a,a,a,a,a,d,a,a,a,a,a,d,a,d,d,a,a,d,Ingeniería de Software,4
e,d,d,a,a,a,a,e,a,a,a,a,a,d,d,a,c,d,a,d,Ingeniería de Software,5
a,c,a,b,d,a,b,a,b,a,a,a,d,a,d,a,d,d,a,a,Ingeniería de Software,4
a,a,a,a,a,a,a,a,d,a,d,e,a,a,a,b,d,a,d,a,Ingeniería de Software,5
e,a,d,b,a,a,d,a,a,a,a,a,e,a,a,d,b,a,d,a,Ingeniería de Software,5
a,a,a,c,a,a,e,a,a,a,a,a,d,a,b,d,c,a,a,a,Ingeniería de Software,5
a,a,a,a,a,d,e,d,a,b,a,d,a,a,a,a,d,e,a,a,Ingeniería de Software,5
b,d,c,a,d,d,d,a,d,d,e,e,a,a,d,a,a,a,a,a,Ingeniería de Software,4
a,e,a,a,a,a,c,a,d,a,a,a,d,c,d,a,a,d,a,d,Ingeniería de Software,4
a,d,b,a,a,a,d,d,e,a,a,a,d,a,a,d,a,a,a,a,Ingeniería de Software,5
b,a,a,a,d,d,d,a,e,a,a,d,a,d,a,a,a,b,e,a,Ingeniería de Software,5
d,a,a,b,a,a,e,a,d,d,a,d,a,a,a,a,e,a,a,d,Ingeniería de Software,3
d,d,d,a,d,a,a,a,a,a,a,a,a,a,d,a,d,a,d,d,Ingeniería de Software,4
a,d,d,a,d,d,d,a,a,a,a,a,a,a,d,e,a,d,d,d,Ingeniería de Software,5
a,a,a,a,a,a,a,d,a,d,a,a,a,a,a,c,a,a,a,a,Ingeniería de Software,5
a,a,a,c,d,a,a,c,d,a,b,a,a,b,a,e,c,d,c,d,Ingeniería de Software,4
a,a,a,a,a,a,a,a,d,c,a,a,a,a,c,e,a,a,a,b,Ingeniería de Software,5
e,a,b,c,b,d,b,a,b,a,b,b,e,c,b,b,b,a,b,e,Ingeniería Mecatrónica,5
d,b,a,e,a,b,b,a,b,e,d,d,b,b,b,b,d,b,a,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,a,b,c,b,e,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,b,a,a,b,b,b,e,a,a,e,e,b,e,b,d,b,a,b,Ingeniería Mecatrónica,5
c,a,b,d,b,b,a,b,b,b,e,b,b,b,b,b,c,b,b,b,Ingeniería Mecatrónica,4
b,a,b,b,b,a,d,e,b,b,b,a,b,d,a,b,e,b,b,e,Ingeniería Mecatrónica,4
a,b,b,b,b,a,a,a,a,b,b,b,a,e,b,b,b,e,b,b,Ingeniería Mecatrónica,3
a,b,d,b,b,c,b,b,b,c,b,a,b,b,c,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,a,b,a,Ingeniería Mecatrónica,4
d,b,b,e,b,b,b,d,a,a,b,b,b,b,c,a,a,a,b,b,Ingeniería Mecatrónica,5
a,b,a,b,a,c,b,a,a,c,b,a,a,b,e,b,a,e,b,b,Ingeniería Mecatrónica,4
a,b,b,c,b,b,b,b,a,a,a,a,d,a,a,b,b,b,a,b,Ingeniería Mecatrónica,3
b,d,b,a,a,b,b,b,e,b,b,b,d,a,a,b,a,b,c,a,Ingeniería Mecatrónica,4
a,b,b,b,e,b,b,b,b,b,e,c,d,b,d,b,b,a,b,b,Ingeniería Mecatrónica,4
b,a,c,d,a,b,b,a,a,a,b,c,e,e,b,b,a,e,b,a,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,c,a,b,b,b,b,a,a,b,b,a,b,Ingeniería Mecatrónica,5
b,a,a,b,b,b,b,a,b,a,b,b,c,b,b,a,a,b,a,b,Ingeniería Mecatrónica,5
e,e,b,a,b,b,b,b,a,b,b,b,b,e,b,e,b,b,b,b,Ingeniería Mecatrónica,4
e,e,b,b,d,a,b,e,b,b,a,a,a,c,a,b,a,a,a,b,Ingeniería Mecatrónica,4
c,b,d,a,b,b,b,b,a,b,b,a,a,a,a,d,b,b,d,b,Ingeniería Mecatrónica,3
b,b,a,b,b,b,c,a,a,e,b,a,c,b,a,c,b,c,b,b,Ingeniería Mecatrónica,4
a,b,d,a,b,b,c,d,b,b,b,a,b,e,b,a,b,b,a,a,Ingeniería Mecatrónica,4
a,b,b,b,a,b,b,b,d,b,a,c,a,b,b,d,a,a,d,b,Ingeniería Mecatrónica,4
a,b,a,a,c,a,a,b,c,c,c,a,b,b,b,b,b,b,e,a,Ingeniería Mecatrónica,5
b,a,a,b,c,b,a,a,b,c,b,a,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,e,b,b,a,b,c,a,d,b,b,e,a,d,a,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,a,a,c,b,a,a,a,a,b,b,b,b,b,b,b,a,b,d,Ingeniería Mecatrónica,4
b,b,e,a,d,c,b,e,d,b,b,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,a,a,e,a,a,a,c,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,3
b,b,a,b,a,b,b,a,b,b,c,a,a,b,b,a,b,b,b,a,Ingeniería Mecatrónica,5
b,b,a,a,b,a,b,a,b,b,b,b,a,b,b,b,d,b,b,b,Ingeniería Mecatrónica,4
b,e,b,b,d,b,a,b,a,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,c,b,b,b,a,b,e,b,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,a,c,b,b,b,a,b,c,b,d,a,a,a,d,a,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,a,a,b,b,b,c,a,a,b,b,a,b,Ingeniería Mecatrónica,5
e,b,b,b,b,b,a,d,a,b,b,b,a,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,d,b,b,c,c,a,b,b,b,b,a,b,b,b,b,b,b,b,e,Ingeniería Mecatrónica,5
b,b,b,b,b,a,a,a,b,b,d,a,b,b,a,a,b,c,b,b,Ingeniería Mecatrónica,5
d,e,b,b,a,e,b,a,b,b,b,b,b,a,b,a,b,d,b,a,Ingeniería Mecatrónica,4
b,b,b,b,a,e,b,b,b,b,b,d,b,b,b,b,a,d,b,b,Ingeniería Mecatrónica,4
a,d,b,a,b,c,b,b,b,b,b,c,c,a,b,b,a,b,a,b,Ingeniería Mecatrónica,4
b,b,b,c,a,b,b,b,b,b,b,d,b,b,b,c,b,d,b,a,Ingeniería Mecatrónica,4
b,d,b,e,b,b,b,a,b,b,b,b,b,b,a,a,a,d,a,b,Ingeniería Mecatrónica,5
b,c,a,b,b,b,b,e,b,c,b,b,d,a,b,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,c,a,b,b,a,b,b,b,d,d,b,b,e,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,c,b,b,b,b,b,b,e,a,b,a,b,a,b,b,c,Ingeniería Mecatrónica,5
a,b,b,a,b,b,b,b,b,a,a,d,b,e,b,b,d,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,c,a,d,d,e,a,b,a,b,b,a,e,a,b,a,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,b,a,a,b,b,a,a,a,a,b,a,b,b,Ingeniería Mecatrónica,3
b,b,b,b,b,a,a,b,b,a,b,d,b,b,b,e,b,a,c,c,Ingeniería Mecatrónica,5
b,b,a,b,b,b,b,d,b,b,b,b,e,d,a,a,e,a,b,b,Ingeniería Mecatrónica,4
d,a,b,b,d,b,b,b,a,a,b,e,a,b,a,a,d,b,a,a,Ingeniería Mecatrónica,4
b,b,b,b,a,c,b,e,b,e,b,b,b,b,b,b,b,b,a,b,Ingeniería Mecatrónica,4
b,e,b,b,b,a,a,b,a,b,c,a,b,c,b,b,b,b,c,b,Ingeniería Mecatrónica,4
c,b,c,b,a,a,b,b,a,b,b,a,e,d,b,d,b,a,a,b,Ingeniería Mecatrónica,3
b,b,b,b,a,e,e,b,b,a,b,b,a,b,b,b,c,a,b,b,Ingeniería Mecatrónica,3
b,a,b,b,a,b,b,a,b,b,b,e,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
a,b,d,a,d,b,c,b,d,a,a,a,a,e,b,b,b,e,b,b,Ingeniería Mecatrónica,3
d,b,a,b,b,b,e,b,b,b,b,b,b,a,e,b,c,b,b,b,Ingeniería Mecatrónica,5
a,b,b,c,b,c,c,b,b,a,a,b,b,b,b,a,d,b,a,a,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,a,e,d,b,c,b,d,b,b,b,b,Ingeniería Mecatrónica,4
a,b,b,c,e,b,b,c,b,b,b,e,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
a,c,b,b,d,b,b,a,b,b,b,a,b,b,b,a,a,b,b,c,Ingeniería Mecatrónica,4
b,d,b,b,a,b,b,a,a,b,b,b,b,b,b,a,b,b,c,b,Ingeniería Mecatrónica,4
a,b,b,b,d,c,b,b,b,b,b,b,b,b,b,b,a,b,e,d,Ingeniería Mecatrónica,4
b,b,b,b,b,a,c,b,d,b,b,a,c,b,b,a,a,b,a,b,Ingeniería Mecatrónica,5
a,b,a,b,b,a,a,d,d,b,a,b,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,e,b,b,d,b,a,e,b,c,b,b,d,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,a,a,b,d,b,c,a,a,b,a,a,b,b,Ingeniería Mecatrónica,4
b,b,a,b,b,b,b,b,b,b,a,e,b,a,b,c,b,b,b,c,Ingeniería Mecatrónica,5
b,d,b,b,a,a,b,a,b,a,a,b,b,c,d,b,b,b,b,a,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,a,b,b,b,b,b,a,b,d,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,d,b,b,c,a,b,a,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,d,d,a,b,e,b,b,a,c,b,d,b,b,b,b,b,d,e,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,a,b,b,e,a,a,b,a,b,a,b,b,b,Ingeniería Mecatrónica,4
b,b,b,e,b,a,b,a,d,b,c,e,e,e,b,b,a,a,b,e,Ingeniería Mecatrónica,4
a,a,b,b,b,b,d,b,b,a,c,a,b,b,a,b,b,a,b,b,Ingeniería Mecatrónica,3
b,b,b,d,a,b,d,e,b,b,b,b,a,b,a,b,b,c,b,e,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,d,a,b,b,b,a,b,b,a,b,a,e,Ingeniería Mecatrónica,4
a,b,a,b,b,a,a,b,b,b,b,b,b,b,a,b,b,b,a,d,Ingeniería Mecatrónica,4
b,b,b,d,b,b,a,c,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
c,a,b,b,b,b,b,a,b,e,a,a,b,a,a,b,b,e,d,d,Ingeniería Mecatrónica,4
a,b,b,b,b,b,b,b,a,d,b,a,a,b,b,b,a,b,b,b,Ingeniería Mecatrónica,4
c,c,b,a,a,a,a,b,a,a,a,a,b,a,a,b,b,b,c,b,Ingeniería Mecatrónica,4
b,e,b,c,b,c,a,b,d,b,e,b,d,a,b,b,b,b,a,d,Ingeniería Mecatrónica,4
b,b,c,a,a,b,e,b,b,b,b,b,e,c,b,a,a,a,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,a,b,e,d,b,a,b,b,b,c,a,b,b,b,b,b,e,b,Ingeniería Mecatrónica,5
b,e,e,b,a,b,a,b,b,d,c,b,b,a,d,a,a,b,b,b,Ingeniería Mecatrónica,4
e,b,b,a,b,a,b,b,a,b,a,a,b,a,b,b,b,b,a,b,Ingeniería Mecatrónica,5
a,d,b,b,b,c,b,b,a,a,b,a,a,d,c,b,b,b,c,b,Ingeniería Mecatrónica,5
b,e,a,b,b,b,a,c,a,d,b,c,b,b,d,b,a,a,b,b,Ingeniería Mecatrónica,5
b,a,b,a,b,b,b,e,b,b,b,c,b,b,b,a,b,b,a,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,e,c,e,a,b,c,b,b,b,b,b,a,a,b,Ingeniería Mecatrónica,4
b,e,b,b,d,b,b,a,b,a,a,b,a,e,b,a,b,b,b,b,Ingeniería Mecatrónica,4
a,a,b,e,c,c,a,a,a,d,b,b,a,b,c,b,a,c,b,a,Ingeniería Mecatrónica,4
b,a,a,a,a,a,d,b,b,b,b,b,a,b,b,a,c,b,d,b,Ingeniería Mecatrónica,3
e,b,e,b,b,b,e,b,a,b,b,b,b,b,a,a,b,b,d,a,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,a,b,a,a,b,b,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,e,b,b,e,a,b,a,e,b,b,d,b,b,b,a,e,b,c,Ingeniería Mecatrónica,4
b,b,b,a,b,a,a,b,b,b,b,b,b,a,a,b,a,b,b,a,Ingeniería Mecatrónica,4
b,b,b,a,b,b,b,d,e,b,b,b,b,b,b,b,b,a,d,c,Ingeniería Mecatrónica,5
b,b,c,a,b,b,b,b,b,b,b,b,a,a,a,b,c,b,b,a,Ingeniería Mecatrónica,5
d,a,a,b,b,c,b,b,a,b,a,b,b,a,b,d,b,b,b,b,Ingeniería Mecatrónica,4
a,b,b,b,b,b,a,a,b,b,b,a,b,e,b,a,b,b,b,a,Ingeniería Mecatrónica,4
a,b,d,a,b,b,e,d,b,b,e,b,b,a,e,b,b,a,d,d,Ingeniería Mecatrónica,4
b,b,b,b,c,c,a,b,b,b,a,e,b,a,d,b,a,b,b,b,Ingeniería Mecatrónica,5
a,a,a,a,d,c,b,b,b,b,e,b,d,b,b,c,b,b,e,b,Ingeniería Mecatrónica,5
a,b,e,b,b,b,b,b,a,b,b,c,b,a,b,b,e,b,d,a,Ingeniería Mecatrónica,3
c,b,b,a,a,e,b,a,b,b,a,b,b,b,b,b,b,c,b,b,Ingeniería Mecatrónica,4
a,a,b,a,b,b,b,a,b,a,b,b,a,b,b,c,c,b,a,a,Ingeniería Mecatrónica,5
b,b,b,b,d,b,b,b,e,b,a,b,a,a,b,a,b,a,b,a,Ingeniería Mecatrónica,4
b,b,a,b,a,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,a,b,b,b,b,b,b,a,a,e,d,a,a,b,a,a,Ingeniería Mecatrónica,5
b,b,b,e,b,b,b,a,b,d,a,a,a,b,b,b,b,a,a,b,Ingeniería Mecatrónica,5
b,b,b,b,d,b,b,b,a,a,a,b,a,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,a,b,c,d,b,b,b,c,e,a,a,e,a,b,b,b,b,b,a,Ingeniería Mecatrónica,4
b,b,b,b,a,b,b,b,a,b,b,b,b,a,b,d,b,b,b,a,Ingeniería Mecatrónica,5
b,a,b,b,a,e,a,a,a,a,b,a,d,b,c,a,b,a,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,d,b,e,b,a,b,a,b,b,b,b,b,b,c,Ingeniería Mecatrónica,3
b,b,d,b,e,a,a,b,b,a,e,a,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,4
e,b,b,b,a,a,b,b,b,b,b,b,b,a,a,b,a,e,a,b,Ingeniería Mecatrónica,4
b,b,b,d,a,a,b,b,b,a,a,a,b,b,a,b,a,a,e,c,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,a,a,d,b,b,a,b,b,a,b,b,a,b,Ingeniería Mecatrónica,4
b,a,a,d,a,b,a,b,b,b,b,b,e,d,b,a,b,b,b,b,Ingeniería Mecatrónica,5
a,a,b,c,b,a,b,c,e,b,b,c,a,e,b,b,b,e,b,a,Ingeniería Mecatrónica,5
b,d,b,a,a,b,b,b,a,b,b,b,b,b,a,a,b,e,a,d,Ingeniería Mecatrónica,4
b,a,b,b,b,b,b,a,b,b,b,b,c,a,b,b,b,e,c,b,Ingeniería Mecatrónica,4
b,a,b,b,a,b,b,b,b,b,d,a,b,a,d,e,a,b,b,d,Ingeniería Mecatrónica,4
a,e,b,b,b,b,b,b,e,b,b,c,b,b,e,b,a,b,a,b,Ingeniería Mecatrónica,5
c,b,a,e,a,e,b,b,b,b,b,b,b,b,b,b,b,b,b,d,Ingeniería Mecatrónica,4
b,b,a,b,d,b,b,b,b,b,b,a,b,a,a,b,b,b,b,b,Ingeniería Mecatrónica,4
a,b,b,b,b,a,a,b,c,a,b,a,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,4
a,b,b,b,a,b,a,a,b,a,b,a,d,b,d,a,a,b,b,d,Ingeniería Mecatrónica,4
b,b,c,b,b,d,b,b,b,c,b,b,e,b,b,c,c,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,a,b,b,b,a,e,a,b,c,b,d,b,b,a,d,b,Ingeniería Mecatrónica,4
b,a,b,b,b,b,a,b,a,a,a,d,e,b,a,a,b,b,a,a,Ingeniería Mecatrónica,5
a,b,b,e,a,d,a,b,a,b,b,b,a,b,b,b,b,b,e,b,Ingeniería Mecatrónica,3
a,b,c,b,b,a,e,a,b,b,a,b,d,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,a,b,b,a,Ingeniería Mecatrónica,5
a,b,b,c,b,c,b,b,b,a,b,b,a,b,b,b,b,b,b,d,Ingeniería Mecatrónica,4
a,a,b,b,b,b,d,b,a,b,b,a,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,a,a,a,d,d,b,c,a,a,b,b,b,b,b,b,b,b,b,e,Ingeniería Mecatrónica,4
b,c,b,b,a,b,b,a,a,a,a,b,a,a,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,a,a,a,b,b,a,b,e,e,a,c,b,d,b,b,Ingeniería Mecatrónica,5
c,e,b,b,d,a,b,b,c,b,b,a,a,a,a,b,b,a,c,b,Ingeniería Mecatrónica,4
a,b,a,b,b,e,b,b,b,b,b,a,b,b,a,b,b,a,a,b,Ingeniería Mecatrónica,5
a,e,b,b,b,b,a,b,b,b,b,e,b,b,c,a,b,a,b,b,Ingeniería Mecatrónica,3
a,c,b,b,a,b,b,a,b,a,b,a,b,c,c,b,e,b,b,b,Ingeniería Mecatrónica,5
a,b,a,a,b,b,e,a,a,a,b,b,a,b,a,a,b,b,a,b,Ingeniería Mecatrónica,5
b,b,a,b,a,b,d,d,c,b,b,d,a,b,b,a,c,b,a,b,Ingeniería Mecatrónica,4
b,c,b,a,b,d,b,b,b,a,b,b,a,a,b,b,a,a,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,a,b,b,e,a,a,b,a,b,c,e,a,b,a,a,Ingeniería Mecatrónica,4
b,a,b,c,b,a,a,a,c,b,b,b,b,a,b,c,b,b,b,b,Ingeniería Mecatrónica,4
a,b,b,b,b,a,a,b,b,b,a,b,b,a,b,c,a,a,b,a,Ingeniería Mecatrónica,3
a,b,a,b,b,d,b,b,b,b,b,d,b,a,b,a,b,b,b,a,Ingeniería Mecatrónica,3
a,b,b,d,b,c,d,a,b,b,a,c,b,a,b,b,a,b,b,a,Ingeniería Mecatrónica,4
a,a,b,b,b,b,b,d,a,b,b,a,b,b,a,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,d,b,b,b,b,b,b,b,b,b,b,d,a,b,b,a,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,d,b,b,b,a,b,b,b,b,b,b,a,a,b,Ingeniería Mecatrónica,4
b,b,a,b,b,d,c,a,b,c,b,c,b,b,b,b,b,b,a,a,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,a,b,b,a,b,a,d,b,a,b,a,Ingeniería Mecatrónica,5
b,b,b,a,b,a,b,b,b,a,a,a,a,e,a,b,b,b,a,b,Ingeniería Mecatrónica,4
a,a,b,a,b,b,e,b,b,b,b,a,b,a,b,a,a,b,b,a,Ingeniería Mecatrónica,5
b,b,b,a,b,b,a,b,b,b,b,b,a,b,a,b,a,a,b,a,Ingeniería Mecatrónica,4
b,a,a,b,b,a,b,d,b,b,d,b,b,b,a,a,a,a,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,a,b,a,e,c,b,b,c,b,a,a,c,Ingeniería Mecatrónica,4
b,b,a,b,d,b,b,a,a,b,a,b,b,b,c,b,b,d,a,b,Ingeniería Mecatrónica,5
a,b,a,a,b,b,a,b,b,c,b,a,e,a,b,b,c,b,a,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,a,b,b,b,b,b,b,c,d,b,b,a,b,Ingeniería Mecatrónica,5
a,b,b,b,b,d,b,b,d,b,c,b,b,c,a,a,b,b,b,b,Ingeniería Mecatrónica,4
e,a,a,b,a,b,b,a,c,c,b,b,a,b,b,b,b,b,b,a,Ingeniería Mecatrónica,4
b,a,a,a,b,a,a,b,a,b,a,a,b,b,b,b,c,d,b,a,Ingeniería Mecatrónica,5
d,a,e,b,b,a,e,b,b,a,a,a,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,5
a,b,b,e,d,b,b,a,b,b,b,b,a,b,b,a,e,b,c,b,Ingeniería Mecatrónica,4
a,a,a,d,b,a,a,b,a,c,b,b,b,b,b,b,e,b,d,b,Ingeniería Mecatrónica,4
b,d,a,a,b,a,c,b,b,a,b,a,a,b,a,b,b,b,a,b,Ingeniería Mecatrónica,3
b,b,d,a,b,e,b,b,a,a,b,b,d,b,b,e,a,a,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,b,a,b,c,b,a,e,b,d,a,a,b,b,b,a,Ingeniería Mecatrónica,5
b,a,b,b,b,b,c,a,b,b,b,b,b,b,a,d,a,b,b,b,Ingeniería Mecatrónica,4
b,b,d,e,e,b,a,b,d,b,a,b,b,b,b,b,d,b,e,b,Ingeniería Mecatrónica,4
b,b,b,d,b,b,b,b,a,a,d,b,a,c,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,b,c,b,a,b,a,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,e,b,b,a,a,c,b,a,a,b,b,b,b,b,b,b,e,Ingeniería Mecatrónica,4
e,c,b,c,b,b,a,b,b,b,a,b,b,a,b,b,b,a,a,b,Ingeniería Mecatrónica,4
c,b,b,b,a,a,b,b,b,b,b,b,b,b,b,a,b,b,e,a,Ingeniería Mecatrónica,5
b,b,b,c,b,b,a,a,c,a,b,a,b,b,b,a,b,b,b,c,Ingeniería Mecatrónica,4
a,a,a,c,d,b,b,b,a,b,b,b,b,b,a,b,b,e,b,b,Ingeniería Mecatrónica,5
b,b,a,b,a,e,a,b,e,a,b,e,a,a,b,c,a,d,e,d,Ingeniería Mecatrónica,5
a,a,b,a,a,b,b,b,b,d,b,b,b,b,b,a,b,b,a,b,Ingeniería Mecatrónica,5
b,a,b,d,b,e,c,e,b,b,a,b,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,c,b,e,b,b,b,b,d,b,b,a,a,b,d,b,a,b,a,b,Ingeniería Mecatrónica,3
b,b,c,b,b,b,b,b,b,e,b,b,b,d,b,a,b,a,b,a,Ingeniería Mecatrónica,4
d,b,b,b,c,e,b,b,b,b,b,c,d,b,b,b,b,e,e,b,Ingeniería Mecatrónica,3
a,b,a,a,b,a,b,b,b,e,b,b,e,b,b,c,b,d,c,b,Ingeniería Mecatrónica,3
b,a,b,b,e,d,c,b,b,b,d,c,e,b,b,b,b,d,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,d,a,a,b,e,d,b,b,a,e,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,c,b,b,b,b,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,a,b,b,b,b,b,b,b,b,e,a,b,b,a,b,a,b,Ingeniería Mecatrónica,5
b,a,c,b,b,a,b,d,c,b,b,b,a,a,b,d,d,c,b,b,Ingeniería Mecatrónica,4
a,a,b,b,e,e,b,d,b,c,b,d,a,b,a,a,b,b,b,e,Ingeniería Mecatrónica,3
b,b,a,a,b,c,b,b,a,b,a,b,b,b,b,d,b,d,d,b,Ingeniería Mecatrónica,4
a,d,b,b,b,a,b,e,a,e,b,b,b,b,c,a,a,b,a,b,Ingeniería Mecatrónica,5
b,b,c,b,b,b,b,b,b,a,a,b,b,b,b,b,a,b,a,b,Ingeniería Mecatrónica,4
a,b,a,b,a,b,b,d,e,b,c,b,a,b,b,b,d,b,b,a,Ingeniería Mecatrónica,5
b,a,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,e,c,b,Ingeniería Mecatrónica,4
b,b,a,a,b,b,b,b,b,a,a,b,b,b,a,c,b,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,c,b,b,e,a,c,d,b,b,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
c,b,b,c,b,e,b,b,a,b,a,b,b,b,b,b,a,a,a,b,Ingeniería Mecatrónica,5
b,b,e,b,a,c,a,a,b,b,e,b,b,b,a,b,a,b,b,c,Ingeniería Mecatrónica,3
a,b,d,a,b,b,b,b,b,b,c,b,a,e,b,a,b,a,a,b,Ingeniería Mecatrónica,5
b,e,a,e,b,b,b,b,a,b,b,a,b,d,a,a,b,c,b,b,Ingeniería Mecatrónica,4
a,b,a,b,c,b,e,a,b,b,b,b,b,e,b,b,b,b,b,e,Ingeniería Mecatrónica,5
b,a,b,b,b,b,d,b,b,a,d,b,e,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
a,a,a,c,a,b,b,a,a,a,a,d,b,b,b,a,a,b,b,b,Ingeniería Mecatrónica,3
b,b,b,a,b,b,b,b,a,a,b,b,a,b,b,a,d,d,b,b,Ingeniería Mecatrónica,5
c,a,e,a,c,b,b,b,b,b,b,b,b,b,d,a,b,b,b,b,Ingeniería Mecatrónica,4
