P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,b,b,d,b,b,b,b,b,b,e,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,a,a,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,a,b,b,b,b,a,b,b,a,b,d,b,b,b,Ingeniería Mecatrónica,5
b,b,d,b,b,b,b,b,d,b,c,b,b,c,b,b,b,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,d,b,b,b,b,b,b,b,a,b,b,c,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,a,b,b,b,d,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,a,b,b,b,b,b,d,b,b,d,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,c,b,e,b,a,b,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,a,b,b,b,b,a,b,b,b,a,b,b,c,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,d,b,b,a,b,b,b,b,b,b,b,c,a,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,a,b,b,c,b,a,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,d,b,a,a,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,d,Ingeniería Mecatrónica,5
b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,e,b,e,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,b,b,b,b,a,b,e,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,b,b,b,e,b,b,b,b,b,a,a,Ingeniería Mecatrónica,4
a,a,d,a,b,d,b,b,b,b,b,b,b,b,b,b,b,b,e,b,Ingeniería Mecatrónica,5
b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,a,b,b,b,b,b,b,a,b,b,b,b,a,a,e,b,d,b,b,Ingeniería Mecatrónica,5
a,b,b,b,a,b,b,b,b,b,a,b,a,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,a,a,a,b,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,a,b,b,d,b,b,b,b,a,a,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,b,a,b,a,b,Ingeniería Mecatrónica,4
b,b,b,b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,a,a,Ingeniería Mecatrónica,5
b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,a,b,b,b,b,d,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,e,e,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,d,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,a,b,d,c,b,b,a,b,b,b,b,a,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,d,Ingeniería Mecatrónica,4
a,a,b,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,a,b,b,b,a,b,b,b,b,b,a,b,a,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,d,b,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,b,Ingeniería Mecatrónica,5
b,b,a,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,d,b,a,b,a,e,b,b,b,b,b,b,b,a,a,Ingeniería Mecatrónica,4
b,a,b,b,b,a,a,a,b,b,b,d,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,a,Ingeniería Mecatrónica,5
d,b,b,b,b,b,b,b,b,b,b,b,a,b,d,b,b,b,c,b,Ingeniería Mecatrónica,5
b,a,b,a,b,b,d,b,a,b,b,d,b,a,e,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,b,a,b,a,b,a,b,a,b,b,Ingeniería Mecatrónica,5
a,b,b,b,a,a,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
e,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,e,a,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,a,b,b,b,b,b,e,a,b,b,a,a,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,a,b,b,a,a,b,b,b,b,d,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,b,a,b,a,a,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
d,b,b,b,b,b,b,b,b,b,b,a,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,a,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,a,a,b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,Ingeniería Mecatrónica,5
a,b,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,a,b,b,d,a,b,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecatrónica,4
b,a,b,b,b,b,a,b,b,c,b,b,a,b,b,b,b,b,a,a,Ingeniería Mecatrónica,4
a,b,d,b,b,b,b,b,b,a,e,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,e,b,b,a,b,b,b,b,b,b,b,e,b,b,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,b,b,b,a,b,b,b,b,b,e,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,b,d,b,b,d,Ingeniería Mecatrónica,5
d,b,b,a,b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,a,b,a,b,b,d,b,b,b,b,b,b,a,b,d,Ingeniería Mecatrónica,5
b,b,b,e,b,b,b,a,b,b,b,b,b,a,b,b,b,b,b,a,Ingeniería Mecatrónica,4
a,b,b,c,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,c,b,b,a,a,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,d,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,a,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,b,c,a,b,b,b,b,b,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,a,b,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,Ingeniería Mecatrónica,4
b,b,a,a,b,b,b,b,b,b,b,b,b,a,b,b,c,b,b,b,Ingeniería Mecatrónica,4
b,b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,a,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,a,b,b,b,b,a,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,a,a,b,c,b,b,b,a,b,b,Ingeniería Mecatrónica,4
b,b,b,b,c,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,Ingeniería Mecatrónica,5
e,b,b,b,b,a,b,d,b,a,a,b,b,a,b,b,b,b,b,d,Ingeniería Mecatrónica,4
b,b,e,b,a,b,b,b,d,a,b,b,b,b,b,b,b,b,b,e,Ingeniería Mecatrónica,4
a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,d,b,a,b,b,a,b,b,b,b,b,b,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,c,b,b,b,b,a,b,a,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,b,b,e,b,b,b,c,c,b,b,b,b,b,b,b,b,a,a,a,Ingeniería Mecatrónica,5
b,b,b,b,b,a,c,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,e,b,b,a,b,b,b,a,b,b,b,e,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,d,b,b,b,b,a,b,b,b,a,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,a,b,b,b,b,b,a,b,b,a,a,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,e,b,b,b,b,b,b,b,d,b,a,a,b,a,b,b,b,Ingeniería Mecatrónica,4
b,a,b,d,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,e,Ingeniería Mecatrónica,5
b,b,b,e,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,c,a,a,b,b,b,b,b,e,b,b,a,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,a,a,b,b,b,b,a,b,e,b,a,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,a,b,b,b,a,b,b,a,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,a,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,c,a,b,b,b,b,b,b,b,b,b,b,a,b,Ingeniería Mecatrónica,5
b,b,b,a,b,b,b,b,b,b,d,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,b,d,a,d,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecatrónica,5
b,a,b,b,a,a,a,b,b,a,b,b,a,b,b,a,b,b,b,b,Ingeniería Mecatrónica,4
b,d,d,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,Ingeniería Mecatrónica,5
a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,b,Ingeniería Mecatrónica,5
b,b,b,b,b,b,b,b,b,b,a,a,b,b,c,b,b,b,a,c,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,b,c,b,c,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,d,c,b,d,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,c,c,d,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,d,b,b,b,c,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,b,b,b,e,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,d,b,b,c,b,b,b,b,c,c,b,Ingeniería Mecánica Eléctrica,5
b,b,d,c,b,c,b,b,b,e,b,b,c,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,b,b,b,b,a,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,b,b,b,c,b,c,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,b,b,b,b,b,a,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,e,b,b,b,c,b,b,b,c,a,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,b,b,d,b,c,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,c,a,b,b,c,b,b,b,c,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,a,c,c,e,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,d,c,b,b,c,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,e,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,c,b,d,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,b,b,d,b,b,b,b,c,b,c,b,c,c,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,b,b,b,c,b,a,b,b,b,a,b,e,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,d,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,e,b,b,b,b,b,b,b,b,b,b,d,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,b,d,Ingeniería Mecánica Eléctrica,5
b,d,c,b,b,b,e,e,b,b,b,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,a,b,b,b,b,b,c,b,b,b,b,b,d,Ingeniería Mecánica Eléctrica,4
b,b,a,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,b,e,b,b,b,b,c,b,c,b,b,b,b,b,d,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,a,b,b,b,b,b,b,b,e,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,c,b,b,b,b,b,b,a,Ingeniería Mecánica Eléctrica,5
b,d,b,b,b,b,b,a,b,c,c,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,c,c,b,b,b,b,b,c,b,b,b,c,b,a,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,c,b,b,e,b,b,b,a,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,a,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
e,b,c,c,b,c,b,b,b,c,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,c,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,e,b,c,e,b,b,b,b,b,c,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,c,b,b,b,b,d,c,e,a,b,b,b,b,b,b,b,b,a,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,c,b,b,e,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,d,b,d,b,b,b,d,c,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,d,b,b,b,c,a,e,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,a,c,b,b,b,b,b,b,c,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,c,b,b,b,b,b,b,b,b,a,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,e,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,b,c,c,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,c,b,c,d,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
a,d,b,b,b,b,b,c,b,c,b,b,b,c,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,c,b,b,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
e,b,b,b,b,b,b,b,b,c,c,c,b,b,b,d,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,b,b,b,b,a,c,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
e,c,b,b,b,d,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,b,b,b,b,b,b,b,b,a,b,b,b,e,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,e,b,b,b,b,b,e,d,b,b,b,b,e,b,c,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,e,c,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,c,b,c,b,b,b,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,b,b,c,b,b,b,d,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,c,b,b,b,c,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,d,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,e,b,b,b,a,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,b,b,b,b,e,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,e,c,a,d,b,b,b,b,b,b,b,b,b,b,d,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,e,b,b,b,a,b,b,b,b,b,b,d,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,b,c,b,d,b,b,b,b,b,c,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,a,b,c,b,a,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
a,a,b,b,b,b,a,b,b,b,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,d,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,b,c,b,a,b,b,b,b,b,b,b,d,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,c,c,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,c,b,b,b,b,b,d,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,b,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,Ingeniería Mecánica Eléctrica,5
